,ACE 200,ACE 200TR,ACE Fn성장소비주도주,ACE Gloabal Luxury&Hotel Index,ACE 골드선물 레버리지(합성 H),ACE 국고채3년,ACE 국채선물10년인버스,ACE 국채선물3년인버스,ACE 단기통안채,ACE 러시아MSCI(합성),ACE 레버리지,ACE 멕시코MSCI(합성),ACE 미국IT인터넷S&P(합성 H),ACE 미국WideMoat가치주,ACE 미국다우존스리츠(합성 H),ACE 밸류대형,ACE 베트남VN30(합성),ACE 삼성그룹동일가중,ACE 삼성그룹섹터가중,ACE 스마트로우볼,ACE 스마트모멘텀,ACE 스마트밸류,ACE 스마트퀄리티,ACE 스마트하이베타,ACE 싱가포르리츠,ACE 싱가포르리츠채권혼합모닝스타,ACE 아시아TOP50S&P,ACE 인도네시아MSCI(합성),ACE 인버스,ACE 일본Nikkei225(H),ACE 일본TOPIX레버리지(H),ACE 일본TOPIX인버스(합성 H),ACE 중국본토CSI300,ACE 중국본토CSI300레버리지(합성),ACE 중장기국공채액티브,ACE 코스닥(합성),ACE 코스피,ACE 필리핀MSCI(합성)
577,35481.21,22000.72,7223.08,2845.02304,17678.92,102299.51,106185.64,103953.66,100442.17,506.06,7523.94,11300.3,13621.27,17788.53,92685.0,9051.16,22805.51,16567.61,15524.82,15030.82,15080.0,13580.08,15660.18,13080.9,12907.39,9533.96,12937.98,11128.04,5431.71,17723.98,20008.04,4246.42,27093.76,4016.8,95731.46,12974.42,27243.46,14122.76
578,35535.86,22040.33,7138.44,2846.56317,17811.08,102221.5,106497.33,104068.82,100451.49,506.02,7548.73,11178.37,13528.58,17820.41,93927.04,9107.09,22762.22,16537.38,15425.99,15069.26,15126.21,13621.83,15626.75,13089.12,12908.95,9522.03,12867.06,11102.14,5421.91,17723.29,20007.54,4246.21,27034.01,4003.37,95631.87,12866.85,27217.7,14122.05
579,35049.49,21733.4,7013.34,2729.97988,17777.06,102332.38,106322.44,103909.83,100464.06,505.97,7335.95,11160.43,12983.69,17830.14,92439.43,9012.69,22683.54,16401.09,15300.93,14856.28,14935.44,13438.95,15371.91,12938.24,12855.4,9517.1,12725.73,11165.1,5501.81,17722.58,20004.41,4245.9,26917.3,3946.72,95735.63,12640.24,26882.17,14477.34
580,34682.65,21509.03,6828.17,2606.33334,18041.29,102515.57,106281.48,103683.49,100469.29,505.97,7195.67,10971.94,12592.89,17610.54,91346.36,8930.91,22208.59,16190.43,15020.0,14730.33,14768.39,13303.31,15180.31,12760.59,12686.88,9478.41,12351.85,11138.93,5549.57,17860.78,20451.95,4206.71,26098.83,3724.98,95888.17,12306.21,26534.14,14218.75
581,34510.07,21403.19,6784.83,2662.89188,17575.65,102574.94,106215.79,103617.22,100472.69,505.93,7115.53,10849.34,11934.61,17170.56,87326.61,8867.3,21285.73,16115.03,14977.75,14672.93,14675.13,13236.34,15148.21,12669.47,12665.33,9476.56,12317.94,10497.5,5584.34,17403.62,19645.33,4288.6,25982.96,3697.44,95943.23,12238.43,26392.74,14317.22
582,34484.96,21387.98,6788.64,2710.12791,17244.9,102997.44,104933.96,103190.84,100476.74,505.92,7108.95,10877.03,11977.96,17079.45,85687.69,8815.78,21646.27,16000.72,14856.68,14653.6,14605.0,13215.83,15182.57,12663.24,12490.21,9517.53,12147.06,10470.55,5586.07,17307.67,19320.73,4324.87,26192.63,3762.43,96505.05,12384.36,26349.45,14250.99
583,33932.41,21044.31,6525.05,2657.46524,17482.14,103103.32,104221.37,103086.72,100480.52,505.89,6885.93,11000.75,11546.67,16991.34,85294.17,8758.47,21942.96,15823.68,14601.07,14464.76,14388.2,13041.13,14862.88,12423.66,12583.82,9585.75,12257.37,10588.5,5671.73,17328.27,19055.31,4350.75,26705.4,3894.81,96730.4,11917.28,25927.51,14192.83
584,34693.2,21516.79,6663.55,2710.85992,16934.57,103073.52,104743.81,103175.37,100487.77,505.81,7201.66,11072.21,11680.85,17098.88,86029.12,8960.69,20722.06,16204.76,15016.93,14792.53,14733.73,13325.98,15213.39,12709.28,12195.42,9474.01,12036.52,10177.96,5539.22,17011.48,18679.06,4401.8,26347.65,3805.23,96607.0,12194.05,26481.87,13919.58
585,34533.4,21421.05,6660.64,2685.4649,16624.46,102784.88,105061.64,103476.23,100483.28,505.79,7137.66,11148.2,12308.11,17540.79,88364.58,8932.38,19836.56,16101.89,14925.07,14735.93,14672.45,13273.39,15145.64,12662.71,12365.01,9492.09,12238.75,10202.11,5564.25,17452.11,19267.33,4317.78,26584.46,3863.18,96315.32,12239.38,26399.58,13604.21
586,34895.83,21646.48,6623.57,2718.51535,16723.69,102814.98,105036.07,103419.93,100484.76,505.77,7282.53,11322.09,11932.41,17339.97,87806.35,9015.45,19503.93,16232.47,15070.35,14850.94,14832.23,13408.4,15315.16,12786.85,12335.7,9480.62,12250.82,10108.71,5508.71,17522.33,19237.9,4319.85,26281.41,3781.36,96304.07,12378.09,26642.42,13782.98
587,34978.73,21697.02,6634.26,2633.3642,16814.3,102747.64,105362.11,103512.06,100486.85,505.76,7316.19,11490.98,12194.37,17598.18,88920.75,9002.27,20427.88,16247.74,15198.95,14872.88,14868.39,13435.15,15387.92,12805.14,12335.51,9460.25,12519.05,10074.53,5496.15,17598.33,19317.66,4311.78,26526.02,3831.98,96185.5,12457.88,26701.69,13859.3
588,34466.85,21378.88,6513.65,2637.50843,16758.07,102770.21,105308.95,103493.79,100490.12,505.71,7078.71,11331.31,11527.46,17022.13,86183.39,8859.65,20682.62,16054.87,15005.21,14652.88,14639.34,13202.08,15191.33,12607.55,12475.25,9495.57,12605.05,10262.73,5593.84,17765.01,19697.48,4270.34,26614.73,3859.78,96225.52,12346.46,26358.43,14248.85
589,35075.71,21758.18,6628.34,2607.34182,17220.9,102930.56,104685.48,103328.04,100501.79,505.67,7358.53,11467.98,11671.62,16873.41,86023.45,8987.3,20484.03,16222.81,15205.14,14895.91,14901.81,13439.1,15472.83,12854.25,12404.57,9519.45,12283.55,10193.77,5473.29,17425.41,19180.96,4325.53,26720.36,3900.91,96467.02,12575.86,26837.7,14051.09
590,35177.64,21821.15,6673.03,2624.13016,17231.58,102894.31,104908.44,103358.85,100503.19,505.65,7402.01,11496.89,11664.06,16857.12,86815.99,9000.66,20391.44,16277.17,15279.2,14936.51,14944.84,13474.56,15515.55,12889.69,12401.25,9506.3,12523.71,10174.72,5457.43,17657.86,19585.33,4285.39,27319.82,4050.63,96409.47,12628.54,26918.16,14204.07
591,34546.34,21428.98,6547.07,2578.85236,17331.49,103104.26,104398.25,103138.67,100507.21,505.64,7132.42,11480.38,11707.06,17079.15,87806.21,8885.06,19962.46,16050.7,14906.78,14707.98,14676.61,13254.61,15175.0,12647.15,12430.11,9545.45,12365.97,10065.15,5558.41,17833.71,19945.19,4246.19,27105.64,3986.42,96665.55,12363.84,26491.7,14073.65
592,34703.57,21526.93,6605.98,2623.50613,17656.9,103152.7,104190.71,103093.62,100509.91,505.62,7203.48,11487.45,11053.34,16931.6,88597.9,8914.1,20194.82,16163.9,15006.68,14765.76,14737.0,13315.8,15235.61,12707.48,12345.68,9539.43,12184.73,10186.57,5528.9,17658.9,19578.0,4282.49,26536.37,3808.82,96741.34,12472.65,26609.62,13862.15
593,34564.48,21440.85,6600.01,2715.07954,17300.12,103119.97,104679.89,103143.04,100468.03,505.48,7146.62,11627.45,11338.27,17187.29,89210.32,8887.69,20835.04,16167.29,14949.31,14696.57,14653.2,13265.89,15145.92,12668.74,12313.19,9504.17,12182.68,10143.83,5549.96,17615.45,19547.12,4286.18,26456.42,3791.01,96606.7,12454.19,26554.94,13884.8
594,34947.15,21678.37,6689.55,2779.91,17326.95,103151.63,104476.0,103119.1,100482.09,505.42,7308.81,11659.46,11687.46,17299.12,89362.79,8985.88,20660.39,16341.26,15097.43,14861.71,14828.76,13424.66,15293.17,12818.71,12182.46,9484.3,12106.2,10095.49,5484.47,17567.09,19557.24,4283.61,26294.13,3736.24,96667.51,12489.63,26817.99,13917.96
595,35396.26,21956.79,6815.68,2779.91,17389.32,103142.34,104527.57,103134.62,100489.49,505.45,7488.25,11711.34,12120.39,17353.7,91850.36,9072.57,20763.01,16446.78,15175.34,15040.07,14997.72,13591.2,15524.73,12987.4,12148.4,9472.3,12358.04,10251.41,5419.55,17687.5,19770.27,4261.43,26271.89,3726.21,96646.66,12667.95,27143.42,13883.92
596,35604.76,22085.38,6839.39,2774.2591,17387.75,102901.72,105465.5,103397.38,100497.71,505.42,7554.59,11595.19,12125.09,17333.76,91848.3,9114.17,20874.89,16485.82,15150.68,15116.01,15096.13,13661.47,15645.07,13107.6,12281.47,9443.2,12615.11,10171.96,5401.33,18069.63,20482.53,4181.98,26452.01,3772.23,96264.71,12766.69,27312.72,14016.73
597,35199.71,21834.02,6785.25,2809.74307,17218.96,102629.65,106280.7,103707.04,100503.99,505.38,7381.09,11480.38,11949.0,17294.02,89845.01,9010.19,20997.81,16228.4,14947.2,14937.94,14920.49,13508.5,15491.76,12967.8,12371.57,9415.92,12768.58,10630.18,5464.63,18133.82,20841.09,4142.99,27024.88,3937.17,95876.55,12735.05,27038.21,13899.39
598,35349.84,21927.4,6854.98,2831.69473,17643.55,102644.49,106177.62,103712.91,100525.88,505.34,7463.07,11351.01,12566.07,17560.65,91179.99,9042.45,20679.12,16252.22,14973.41,14984.31,14962.4,13568.61,15551.61,13035.95,12272.4,9400.19,12608.97,10404.22,5428.69,18105.69,20576.96,4168.66,27003.02,3917.43,95919.37,12739.93,27153.37,13722.43
599,34701.51,21527.81,6726.8,2855.56647,17239.43,101814.48,107367.98,104078.77,100531.19,505.29,7184.95,11274.92,12278.05,17490.88,89600.31,8917.23,20934.09,15914.99,14497.1,14717.21,14684.64,13321.41,15231.31,12800.51,12520.95,9382.37,12867.61,10465.23,5530.92,18426.27,20781.08,4141.15,27813.06,4157.95,95414.3,12486.36,26692.26,13910.62
600,34764.55,21567.75,6786.1,2830.45466,17271.36,101960.68,106631.01,103927.84,100539.16,505.3,7214.65,11218.06,12399.85,17630.43,90777.14,8941.14,20856.63,16047.83,14653.36,14749.13,14728.29,13354.9,15280.08,12811.58,12461.66,9410.71,12806.01,10365.04,5517.77,18450.02,20999.24,4124.21,27796.99,4151.89,95670.58,12502.96,26701.11,13947.8
601,34792.57,21583.91,6799.97,2769.51716,17353.04,102043.85,106638.88,103818.91,100545.58,505.29,7186.01,11245.43,12406.75,17476.96,88706.54,8949.48,21168.41,16063.13,14694.96,14742.96,14747.73,13363.05,15303.3,12834.46,12590.91,9435.15,13150.03,10415.96,5538.2,18624.42,21443.66,4075.69,28052.66,4229.36,95736.53,12534.92,26684.98,14026.44
602,34328.98,21296.22,6768.19,2678.48827,17284.1,101963.57,106907.16,103931.09,100561.59,505.23,7012.28,11208.73,11902.93,17236.23,86612.14,8835.65,21416.53,15961.37,14611.59,14551.72,14543.74,13188.06,15093.42,12682.32,12695.12,9446.53,13179.07,10465.79,5602.66,18648.51,21485.18,4077.3,28095.87,4248.14,95616.59,12430.04,26389.02,14110.58
603,33121.48,20546.43,6484.13,2560.71093,17710.99,101258.16,108432.62,104717.08,100554.49,505.16,6523.44,10857.5,11259.37,16970.98,84557.5,8540.03,21335.41,15524.4,14240.73,14076.65,14029.81,12722.21,14553.8,12191.08,12641.93,9339.82,13170.57,10274.25,5796.13,18372.89,20905.47,4130.73,28616.82,4401.08,94763.07,11844.06,25453.59,13742.0
604,32962.59,20447.98,6417.38,2532.42575,16883.77,101200.95,108539.63,104808.48,100554.87,505.13,6449.16,10703.62,10542.56,16317.27,80279.93,8509.68,20338.22,15385.78,14082.44,14039.91,13957.49,12668.92,14460.38,12118.69,12479.15,9300.74,12791.21,10190.43,5832.25,17788.59,19877.69,4219.65,28357.35,4341.31,94680.3,11769.79,25338.12,13668.47
605,32353.38,20069.91,6264.88,2571.3012,16545.75,100924.29,109512.53,105110.42,100532.71,505.07,6219.64,10606.85,10450.1,16289.9,79539.58,8386.86,20418.23,15236.42,13914.73,13845.94,13685.7,12452.22,14167.21,11859.08,12260.33,9205.75,12741.3,10258.32,5933.68,17578.31,19515.91,4269.55,28704.91,4459.73,94268.16,11424.93,24871.91,13629.98
606,32353.11,20069.26,6233.96,2514.36489,16656.07,100750.22,109368.77,105264.88,100527.75,505.03,6222.4,10711.27,10881.34,16463.16,81467.06,8380.03,20159.12,15254.93,14065.5,13840.29,13668.74,12443.11,14186.55,11858.31,12277.01,9205.93,12804.8,10103.05,5930.38,17366.73,19004.36,4320.42,29082.31,4537.89,94103.84,11463.28,24910.79,13266.36
607,32134.51,19933.95,6221.91,2514.78229,17210.98,100690.57,109454.79,105284.68,100541.31,504.97,6127.76,10449.35,10300.15,15932.93,79323.15,8304.87,20641.7,15289.46,14065.96,13742.17,13595.72,12331.19,14096.65,11753.69,12305.02,9204.95,12602.94,10204.69,5977.82,17441.75,19265.41,4292.56,28943.6,4504.23,94028.85,11413.15,24802.48,13371.54
608,31566.87,19581.46,6080.21,2514.78229,17037.12,100872.43,109287.33,105045.93,100549.77,504.95,5924.12,10681.49,10566.52,16185.48,79926.0,8148.97,20351.44,15098.16,13907.35,13522.94,13335.79,12066.75,13825.09,11513.11,12455.04,9246.57,12654.2,10106.93,6073.62,17104.46,18498.05,4365.52,29552.35,4692.32,94186.13,11002.87,24296.6,13217.33
609,31763.41,19703.76,6184.51,2541.57325,17034.27,100891.05,109224.47,105071.79,100558.39,504.94,6012.1,10695.69,10560.54,16199.52,79906.39,8183.55,19858.08,15294.41,14059.36,13584.14,13402.05,12132.85,13927.16,11614.11,12356.0,9233.34,12662.4,10236.6,6021.29,16992.51,18300.69,4405.59,29681.13,4725.76,94193.8,11122.22,24481.33,13148.56
610,30934.05,19189.18,5941.61,2525.83151,17000.34,101279.05,108436.37,104667.63,100564.65,504.93,5697.07,10806.86,10718.84,16513.24,81156.15,7988.53,19873.95,14993.58,13642.38,13280.92,13023.73,11788.68,13553.56,11271.29,12421.41,9296.6,12811.92,10288.3,6180.64,17300.83,19012.31,4315.55,29642.81,4703.79,94640.83,10675.56,23809.82,13044.92
611,30662.67,19021.5,5778.31,2529.58879,16992.28,101053.29,108913.48,104904.77,100569.14,504.92,5608.18,10748.44,10765.37,16633.15,82255.39,7904.14,19994.27,14795.39,13496.85,13180.39,12861.23,11659.59,13444.81,11148.61,12469.44,9279.4,12551.73,10229.49,6224.7,17238.71,18928.03,4323.69,29431.35,4653.18,94380.04,10211.37,23518.77,12831.21
612,31332.64,19437.27,5995.28,2620.14237,16834.97,101363.07,108200.94,104626.24,100583.91,504.87,5850.65,10672.33,11134.19,16855.43,83971.1,8047.06,20129.2,15017.45,13777.52,13443.74,13140.71,11909.54,13763.86,11396.33,12507.21,9336.33,12651.38,10230.44,6092.62,17255.68,18926.47,4325.48,29899.43,4796.64,94768.78,10722.46,24054.9,12473.83
613,31750.54,19696.33,6083.17,2611.62537,16843.66,101221.61,108832.09,104779.76,100585.6,504.88,5999.36,10909.08,11773.66,17335.93,85971.06,8153.7,19870.17,15183.02,13982.89,13596.79,13374.31,12056.78,13997.1,11617.76,12646.81,9322.93,12804.91,10178.5,6016.36,17468.35,19234.29,4290.52,30066.68,4836.87,94519.22,11011.44,24416.15,12582.44
614,32039.18,19875.53,6069.26,2616.32607,16740.31,101241.35,108552.86,104744.58,100587.42,504.87,6097.89,10983.79,11561.12,17179.8,85782.92,8225.91,20172.8,15338.61,14166.22,13717.6,13554.73,12188.48,14124.45,11756.84,12681.77,9344.92,13004.96,10029.15,5972.23,17710.74,19582.81,4243.0,30369.64,4928.93,94576.19,10995.73,24619.7,12708.84
615,31530.37,19559.73,6071.32,2599.60762,16672.92,101288.2,108361.81,104709.4,100586.03,504.81,5893.45,11001.49,10999.29,16950.05,84589.86,8106.05,20664.32,15249.28,14017.15,13494.71,13387.69,11981.7,13883.9,11574.64,12841.89,9395.43,13055.04,10105.37,6078.38,17842.11,20077.31,4198.17,30914.15,5103.17,94628.69,10893.53,24239.99,13015.89
616,30961.8,19207.81,5921.61,2542.63752,16605.68,101327.34,108083.9,104665.36,100584.52,504.79,5678.28,10915.6,10988.59,16896.14,84037.57,8006.55,20663.05,15096.68,13670.27,13297.48,13159.04,11769.79,13588.26,11382.01,12747.61,9392.6,12850.39,9943.51,6190.31,17686.1,19722.74,4222.57,30582.72,4988.7,94699.95,10652.47,23776.93,12950.65
617,30646.46,19012.1,5900.99,2562.67004,16420.2,101757.59,106997.26,104285.28,100591.37,504.73,5571.81,10780.2,10699.18,16690.77,83862.12,7966.7,20230.17,15039.02,13458.91,13206.48,13042.88,11673.04,13417.37,11253.58,12613.62,9427.25,12626.22,9865.65,6241.6,17429.67,19354.86,4272.8,30885.32,5080.9,95212.96,10424.12,23501.28,12612.88
618,30640.2,19008.82,5902.05,2562.67004,16314.46,101817.91,106722.52,104188.64,100595.2,504.71,5573.43,10787.92,10947.76,16846.48,85505.36,7949.98,20245.6,14970.13,13434.87,13217.06,12959.31,11643.67,13446.57,11197.55,12549.45,9427.51,12540.68,9744.93,6239.94,17118.04,18733.64,4331.39,30816.58,5066.41,95251.83,10327.63,23448.57,12687.5
619,31149.99,19324.44,6032.46,2522.72039,16311.57,102189.57,105747.89,103743.28,100600.74,504.69,5754.4,10889.14,10938.51,16888.76,85470.31,8049.16,20183.83,15152.24,13738.18,13381.05,13164.68,11838.75,13729.58,11395.54,12586.39,9493.85,12583.68,9569.48,6140.14,17270.66,19303.03,4273.57,31057.45,5137.9,95680.14,10729.58,23874.2,12707.13
620,30461.82,18897.51,6008.82,2534.32098,15629.42,102362.73,105170.68,103579.21,100606.19,504.66,5502.1,10669.93,11388.37,17172.52,85125.79,7810.24,20185.5,14542.38,13319.61,13083.94,12783.49,11542.71,13493.91,11111.76,12412.69,9492.3,12646.71,9722.0,6273.0,17444.27,19460.58,4252.03,31078.29,5143.86,95888.99,10639.46,23359.59,12935.93
621,31066.13,19272.51,6087.48,2563.76554,15147.58,102312.05,105306.89,103653.85,100592.06,504.66,5714.75,10684.24,11374.11,17098.92,85110.94,7934.02,19593.73,14779.94,13657.27,13300.27,13052.66,11740.44,13794.02,11345.57,12540.81,9511.32,12533.02,9644.04,6154.74,17229.66,18964.65,4304.14,30521.64,4962.49,95803.07,10829.37,23790.94,13051.61
622,31254.77,19389.46,6098.99,2561.06102,15202.74,102235.52,105589.68,103740.98,100604.73,504.58,5782.65,10638.92,11699.14,17371.7,85232.91,7998.02,19901.78,14906.21,13708.99,13402.04,13134.58,11827.41,13863.16,11425.77,12575.08,9500.47,12671.27,9579.15,6118.18,17487.81,19520.04,4242.9,30675.98,5005.59,95674.99,10949.33,23958.19,12854.12
623,31065.51,19271.66,6019.05,2560.06059,15247.53,102202.62,105632.09,103705.8,100603.79,504.55,5715.44,10702.71,11619.77,17352.17,84746.56,7943.55,20011.88,14788.51,13616.7,13324.01,13036.51,11733.77,13798.07,11345.57,12636.37,9504.94,12762.94,9723.77,6152.94,17510.73,19745.86,4231.33,30662.65,4984.41,95591.82,10957.14,23849.46,12892.64
624,30742.35,19071.88,5909.77,2580.90766,15059.12,102351.34,105410.36,103569.38,100600.03,504.5,5591.98,10613.82,11171.51,17191.0,84530.23,7875.86,19712.24,14683.76,13540.86,13217.72,12879.88,11589.17,13644.32,11199.55,12669.12,9536.01,12529.9,9728.21,6221.47,17685.32,20102.4,4170.36,30261.83,4861.33,95769.71,10725.14,23622.96,12941.82
625,30896.09,19166.93,6051.7,2580.16459,14939.33,102550.22,104918.18,103293.3,100575.12,504.38,5662.05,10598.65,10996.56,16986.37,84086.67,7898.54,19810.63,14676.7,13525.92,13263.32,12908.31,11625.24,13747.56,11249.16,12522.8,9528.04,12303.78,9675.15,6174.82,17379.81,19479.32,4238.36,29897.42,4740.75,95979.93,10900.59,23733.12,12839.04
626,30777.47,19092.67,6086.83,2579.36831,15123.57,102468.82,104788.81,103412.86,100566.56,504.37,5616.09,10604.19,10948.96,16974.71,83660.21,7853.1,19807.0,14522.02,13509.83,13192.19,12878.56,11569.68,13715.44,11212.63,12770.35,9595.23,12420.8,9577.76,6200.3,17479.19,19615.85,4225.82,30030.89,4783.17,95920.74,10942.25,23671.05,12790.39
627,31031.79,19250.91,6016.92,2623.73278,14608.58,102639.03,104434.85,103255.95,100585.86,504.28,5688.15,10576.59,10676.62,17080.04,82641.52,7914.62,20098.32,14556.29,13728.65,13289.61,12953.66,11640.23,13828.35,11308.4,12668.58,9598.27,12596.57,9769.09,6172.0,17594.38,19707.23,4215.96,30211.9,4835.34,96126.61,10889.15,23759.89,12834.51
628,31733.98,19686.92,6094.74,2676.71838,14554.97,102555.69,104884.13,103364.21,100591.73,507.42,5960.86,10764.8,11013.76,17308.53,84278.63,8107.17,19928.61,14857.95,13930.07,13586.54,13283.7,11943.75,14073.39,11575.38,12655.23,9567.28,12478.04,9655.78,6015.99,17683.48,19699.28,4217.25,29651.71,4640.62,95979.68,11093.56,24215.85,12634.9
629,31633.8,19624.62,6102.51,2752.71316,14653.16,102663.12,104502.41,103218.57,100598.27,507.43,5899.76,10751.5,10995.92,17140.44,83538.16,8099.18,19761.45,14808.83,13860.87,13541.92,13259.12,11927.03,14071.31,11554.36,12672.26,9591.66,12623.92,9763.19,6056.53,17684.13,19699.56,4217.14,29861.91,4707.22,96100.0,11173.33,24169.71,12733.78
630,31850.34,19624.62,6102.51,2770.53117,14653.16,102663.12,104502.41,103218.57,100598.27,507.43,5899.76,10751.5,10995.92,17140.44,83538.16,8099.18,19761.45,14808.83,13860.87,13541.92,13259.12,11927.03,14071.31,11554.36,12672.26,9591.66,12623.92,9763.19,6056.53,17684.13,19699.56,4217.14,29861.91,4707.22,96100.0,11173.33,24169.71,12733.78
631,32213.19,19984.1,6205.66,2766.06781,14475.29,102345.75,105628.03,103571.21,100606.36,507.47,6106.96,10664.62,11763.14,17870.29,85609.45,8240.03,19910.75,15041.1,14170.64,13785.07,13492.86,12173.58,14288.11,11775.59,12609.35,9510.01,12682.26,10057.37,5957.53,18274.12,20864.13,4098.14,29626.37,4625.73,95632.11,11356.04,24559.76,12714.65
632,31979.17,19839.34,6171.07,2772.45246,14706.22,102605.66,105028.75,103328.2,100626.8,507.52,6049.24,10684.76,11935.57,18141.83,86354.06,8173.08,20136.46,14979.0,14129.9,13679.83,13423.37,12064.73,14187.75,11711.84,12679.46,9565.15,12652.7,10105.18,5974.03,18357.24,20961.5,4089.14,29426.73,4558.08,95934.94,11278.95,24398.12,12754.69
633,32086.88,19906.26,6211.67,2798.30577,14943.59,102778.1,104243.17,103183.82,100632.41,507.53,6087.13,10731.61,11441.78,17944.28,86874.44,8211.16,20070.86,15011.97,14071.74,13722.03,13467.64,12094.75,14237.12,11759.19,12827.7,9649.35,12670.22,10087.46,5956.3,18436.69,21084.66,4077.79,29498.37,4580.01,96199.64,11278.04,24511.01,12775.37
634,32213.17,19984.99,6181.59,2739.77975,14801.3,102845.16,104000.38,103139.43,100634.58,507.55,6136.67,10721.14,11337.75,17797.46,87059.13,8244.89,19895.98,15046.67,14137.21,13774.51,13551.1,12147.33,14291.99,11816.28,12852.2,9669.61,12573.0,10013.89,5930.66,18291.64,20773.18,4104.21,29202.92,4488.54,96283.88,11281.41,24605.59,12739.53
635,32227.4,19993.66,6160.5,2829.16416,14776.66,102991.07,103498.97,102983.73,100639.63,507.56,6134.72,10666.09,10942.47,17604.66,87080.54,8255.94,19900.91,15098.59,14135.78,13780.33,13562.57,12145.54,14298.72,11815.43,13002.15,9737.81,12717.11,10111.0,5935.65,18264.18,20794.63,4104.2,29520.97,4585.22,96481.01,11363.45,24630.74,12778.43
636,32419.79,20113.17,6122.92,2829.67924,14807.05,102882.14,104214.7,103111.88,100643.82,507.59,6219.69,10617.37,11524.26,17866.62,87826.43,8285.65,19665.75,15209.06,14371.22,13848.35,13660.65,12200.48,14397.36,11921.92,12921.4,9673.35,12523.08,10059.76,5890.1,18310.75,20866.86,4098.65,29073.03,4432.07,96260.71,11400.99,24833.59,12651.09
637,32586.1,20215.72,6220.78,2891.61478,15349.16,103254.23,103591.88,102755.31,100664.71,507.63,6265.1,10959.76,11600.24,18200.59,90664.53,8328.8,19970.84,15287.32,14298.29,13912.95,13786.44,12287.83,14457.28,12011.33,13083.15,9754.39,12525.98,10182.96,5876.46,18381.43,20897.27,4091.59,29141.45,4447.88,96653.52,11476.25,24999.63,13065.09
638,32556.43,20196.95,6181.53,2927.73422,15568.01,103039.91,103975.47,103005.93,100666.08,507.64,6266.62,10942.57,11812.83,18436.25,91151.99,8297.15,19978.63,15279.45,14392.5,13870.34,13811.42,12261.13,14464.52,12013.46,13188.21,9752.46,12348.23,10215.56,5870.24,18372.03,20709.7,4109.26,28853.44,4363.48,96399.43,11533.06,25006.74,12975.22
639,32416.08,20109.29,6123.61,2889.72229,15668.44,103287.27,103108.01,102737.12,100676.16,507.66,6194.29,10776.14,11834.38,18456.03,90401.26,8269.64,20402.61,15167.33,14286.64,13828.48,13758.7,12206.57,14383.93,11967.6,13214.3,9811.61,12283.82,10310.82,5912.38,18510.13,21187.32,4067.35,28921.6,4374.24,96736.48,11486.41,24873.0,12957.77
640,32634.96,20245.06,6262.11,2915.33726,15703.31,103137.16,103465.55,102900.81,100683.23,507.69,6285.32,10553.28,11946.2,18424.89,89248.62,8300.69,20635.5,15243.82,14373.71,13910.9,13828.88,12268.29,14495.59,12052.86,13183.05,9781.96,12137.67,10424.52,5864.85,18246.35,20471.6,4138.9,28566.79,4267.96,96524.19,11643.51,25098.1,13053.43
641,32796.48,20345.37,6358.97,2951.38503,15469.92,103010.17,103796.91,103046.21,100690.92,507.72,6347.86,10700.63,12332.02,18847.34,89515.49,8307.83,20657.86,15272.62,14416.55,13976.18,13849.82,12315.09,14568.23,12085.64,13196.35,9766.25,12259.84,10487.74,5836.68,18337.23,20498.39,4127.47,28268.39,4188.43,96351.27,11783.36,25218.27,13178.58
642,33006.5,20475.96,6360.43,2893.12205,15997.58,103162.54,103451.97,102914.71,100710.94,507.76,6421.46,10678.24,12360.59,18787.64,89466.67,8360.31,20601.87,15395.26,14535.08,14057.31,13941.64,12416.76,14678.1,12177.13,13267.63,9804.18,12362.54,10455.24,5806.45,18464.5,20569.99,4127.26,28277.55,4183.97,96529.34,11875.41,25400.18,13283.85
643,32979.42,20459.67,6396.72,2917.77882,15716.9,103035.94,103906.47,103056.21,100713.7,507.77,6403.88,10647.85,12423.28,18835.05,89716.56,8363.4,20659.51,15394.15,14487.81,14059.57,13985.29,12395.06,14658.52,12182.88,13218.24,9765.67,12447.38,10572.2,5816.5,18614.88,20880.01,4092.11,28774.07,4330.26,96331.04,11864.11,25424.78,13144.34
644,33064.06,20512.61,6485.68,2922.321,15959.92,103040.02,103760.02,103072.87,100720.46,507.79,6448.13,10834.27,12511.85,18819.2,90420.85,8374.41,20697.96,15455.31,14590.43,14112.86,14012.72,12433.49,14699.82,12210.45,13215.58,9774.66,12319.56,10649.55,5793.4,18665.68,20944.03,4083.1,28705.93,4311.69,96353.71,11903.94,25530.7,13206.86
645,32688.48,20278.66,6366.33,2966.77513,16085.58,102965.6,104188.61,103166.68,100726.44,507.81,6300.65,10865.07,12250.05,18663.08,90977.31,8307.24,20850.08,15380.03,14462.59,13969.51,13931.26,12308.36,14519.92,12103.26,13274.98,9763.31,12287.3,10714.56,5859.67,18503.61,20644.91,4113.05,28839.2,4353.91,96227.45,11713.23,25298.67,13264.29
646,33242.48,20622.36,6484.32,3004.47388,16110.6,103024.27,104332.2,103097.79,100734.57,507.85,6516.65,11033.77,12764.95,19100.55,92324.24,8436.06,20671.54,15593.47,14658.01,14169.52,14137.0,12531.17,14774.32,12327.5,13279.42,9756.53,12113.88,10691.7,5757.02,18383.56,20581.15,4120.1,28449.64,4248.05,96274.47,11882.84,25733.68,13271.08
